strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/QLD0x0140B0/2024	betacoronavirus	EPI_ISL_18979667	?	2024-02-08	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29717	Human	unknown	unknown	?	JN.1.35	GRA	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2024-03-13	?
hCoV-19/Australia/QLD0x01418D/2024	betacoronavirus	EPI_ISL_19009760	?	2024-03-12	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29717	Human	unknown	unknown	?	JN.1.32	GRA	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2024-03-26	?
hCoV-19/Australia/QLD0x014092/2024	betacoronavirus	EPI_ISL_18979706	?	2024-02-05	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29717	Human	unknown	unknown	?	JN.1.4	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2024-03-13	?
hCoV-19/Australia/QLD0x01410E/2024	betacoronavirus	EPI_ISL_18979645	?	2024-02-05	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29619	Human	unknown	unknown	?	JN.1	GRA	Forensic and Scientific Services	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2024-03-13	?
hCoV-19/Australia/TAS006878/2024	betacoronavirus	EPI_ISL_18967246	?	2024-02-01	Oceania	Australia	Tasmania		Oceania	Australia	Tasmania	genome	29746	Human	unknown	unknown	?	JN.1.5	GRA	Royal Hobart Hospital	Royal Hobart Hospital	J Williamson, R Vanhaeften, J Maskell, C Atkinson, M Yow, Dr. L Cooley, Dr. J Chua	https://www.gisaid.org/	?	?	2024-03-08	?
hCoV-19/Australia/SA1288876/2024	betacoronavirus	EPI_ISL_18960834	?	2024-02-14	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29648	Human	unknown	Female	?	KW.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2024-03-06	?
hCoV-19/Australia/SA1291841/2024	betacoronavirus	EPI_ISL_18960715	?	2024-02-17	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29716	Human	unknown	Male	?	JN.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2024-03-06	?
hCoV-19/Australia/QLD0x014175/2024	betacoronavirus	EPI_ISL_19009767	?	2024-03-03	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29714	Human	unknown	unknown	?	XBC.1.3	GRA	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2024-03-26	?
hCoV-19/Australia/QLD0x0140D4/2024	betacoronavirus	EPI_ISL_18979688	?	2024-02-07	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29717	Human	unknown	unknown	?	JN.2	GRA	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Public Health Virology, Forensic and Scientific Services (PHV-FSS), Queensland Health	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2024-03-13	?
hCoV-19/Australia/QLD0x0141B5/2024	betacoronavirus	EPI_ISL_19009752	?	2024-03-04	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29706	Human	unknown	unknown	?	JN.1	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Son Nguyen on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2024-03-26	?
