strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/NSW-KIRBY-T131/2022	betacoronavirus	EPI_ISL_16119771	?	2022-11-12	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	1074	Human	unknown	unknown	?	Unassigned	O	Kirby Institute/Sydpath	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster, C.; Jean, T.; Wong, M.; Yeang, M.; Ruiz Silva, M; Turville, S; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-12-14	?
hCoV-19/Australia/NSW-ICPMR-38751/2022	betacoronavirus	EPI_ISL_16128430	?	2022-11-30	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29380	Human	unknown	unknown	?	CM.3	GRA	Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-KIRBY-T112/2022	betacoronavirus	EPI_ISL_16119752	?	2022-11-07	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	27527	Human	unknown	unknown	?	Unassigned	GR	Kirby Institute/Sydpath	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster, C.; Jean, T.; Wong, M.; Yeang, M.; Ruiz Silva, M; Turville, S; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-12-14	?
hCoV-19/Australia/NSW-ICPMR-38845/2022	betacoronavirus	EPI_ISL_16128432	?	2022-12-01	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29387	Human	unknown	unknown	?	XBC.1	GRA	Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38848/2022	betacoronavirus	EPI_ISL_16128433	?	2022-12-02	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29378	Human	unknown	unknown	?	XBC.1.1	GRA	Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38875/2022	betacoronavirus	EPI_ISL_16128558	?	2022-12-04	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	BA.5.2	GRA	Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38910/2022	betacoronavirus	EPI_ISL_16128434	?	2022-12-04	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29378	Human	unknown	unknown	?	XBC.1.1	GRA	Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38993/2022	betacoronavirus	EPI_ISL_16128435	?	2022-12-10	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29378	Human	unknown	unknown	?	XBC.1.1	GRA	Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38962/2022	betacoronavirus	EPI_ISL_16128436	?	2022-12-06	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29384	Human	unknown	unknown	?	XAY.2	GRA	4Cyte Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38721/2022	betacoronavirus	EPI_ISL_16128437	?	2022-11-30	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29381	Human	unknown	unknown	?	BR.2.1	GRA	Australian Clinical Labs (formerly Healthscope Pathology)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38722/2022	betacoronavirus	EPI_ISL_16128438	?	2022-11-30	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29381	Human	unknown	unknown	?	BR.2.1	GRA	Australian Clinical Labs (formerly Healthscope Pathology)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38724/2022	betacoronavirus	EPI_ISL_16128439	?	2022-12-03	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29381	Human	unknown	unknown	?	BR.2.1	GRA	Australian Clinical Labs (formerly Healthscope Pathology)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38725/2022	betacoronavirus	EPI_ISL_16128440	?	2022-12-03	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29381	Human	unknown	unknown	?	BR.2.1	GRA	Australian Clinical Labs (formerly Healthscope Pathology)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38726/2022	betacoronavirus	EPI_ISL_16128441	?	2022-12-03	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29381	Human	unknown	unknown	?	BR.2.1	GRA	Australian Clinical Labs (formerly Healthscope Pathology)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
hCoV-19/Australia/NSW-ICPMR-38728/2022	betacoronavirus	EPI_ISL_16128442	?	2022-12-03	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29381	Human	unknown	unknown	?	BR.2.1	GRA	Australian Clinical Labs (formerly Healthscope Pathology)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A., Draper J., Gall M., Martinez E., Rockett R., Sintchenko V., on behalf of ICPMR	https://www.gisaid.org/	?	?	2022-12-15	?
