strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/ACT12171/2023	betacoronavirus	EPI_ISL_17954520	?	2023-06-20	Oceania	Australia	Australian Capital Territory		Oceania	Australia	Australian Capital Territory	genome	29721	Human	unknown	unknown	?	EG.1	GRA	Capital Pathology	Schwessinger Lab	Austin Bird, Robyn Hall, Karina Kennedy, Jasper Lee, Rachel Leonard, Sandra Molloy, Lydia Murphy, Amanda Padovan, Rene Riedelbauch, Benjamin Schwessinger, Paul Whiting	https://www.gisaid.org/	?	?	2023-07-03	?
hCoV-19/Australia/QLD0x0134CC/2023	betacoronavirus	EPI_ISL_17957508	?	2023-06-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29752	Human	unknown	unknown	?	XBC.1.6.4	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2023-07-04	?
hCoV-19/Australia/ACT12173/2023	betacoronavirus	EPI_ISL_17954518	?	2023-06-20	Oceania	Australia	Australian Capital Territory		Oceania	Australia	Australian Capital Territory	genome	29721	Human	unknown	unknown	?	GS.1	GRA	Capital Pathology	Schwessinger Lab	Austin Bird, Robyn Hall, Karina Kennedy, Jasper Lee, Rachel Leonard, Sandra Molloy, Lydia Murphy, Amanda Padovan, Rene Riedelbauch, Benjamin Schwessinger, Paul Whiting	https://www.gisaid.org/	?	?	2023-07-03	?
hCoV-19/Australia/ACT12174/2023	betacoronavirus	EPI_ISL_17954517	?	2023-06-20	Oceania	Australia	Australian Capital Territory		Oceania	Australia	Australian Capital Territory	genome	29721	Human	unknown	unknown	?	EG.1	GRA	Capital Pathology	Schwessinger Lab	Austin Bird, Robyn Hall, Karina Kennedy, Jasper Lee, Rachel Leonard, Sandra Molloy, Lydia Murphy, Amanda Padovan, Rene Riedelbauch, Benjamin Schwessinger, Paul Whiting	https://www.gisaid.org/	?	?	2023-07-03	?
hCoV-19/Australia/ACT12161/2023	betacoronavirus	EPI_ISL_17954523	?	2023-06-20	Oceania	Australia	Australian Capital Territory		Oceania	Australia	Australian Capital Territory	genome	29721	Human	unknown	unknown	?	EG.1	GRA	Capital Pathology	Schwessinger Lab	Austin Bird, Robyn Hall, Karina Kennedy, Jasper Lee, Rachel Leonard, Sandra Molloy, Lydia Murphy, Amanda Padovan, Rene Riedelbauch, Benjamin Schwessinger, Paul Whiting	https://www.gisaid.org/	?	?	2023-07-03	?
hCoV-19/Australia/ACT12156/2023	betacoronavirus	EPI_ISL_17954524	?	2023-06-20	Oceania	Australia	Australian Capital Territory		Oceania	Australia	Australian Capital Territory	genome	29759	Human	unknown	unknown	?	HW.1	GRA	Capital Pathology	Schwessinger Lab	Austin Bird, Robyn Hall, Karina Kennedy, Jasper Lee, Rachel Leonard, Sandra Molloy, Lydia Murphy, Amanda Padovan, Rene Riedelbauch, Benjamin Schwessinger, Paul Whiting	https://www.gisaid.org/	?	?	2023-07-03	?
hCoV-19/Australia/ACT12150/2023	betacoronavirus	EPI_ISL_17954526	?	2023-06-20	Oceania	Australia	Australian Capital Territory		Oceania	Australia	Australian Capital Territory	genome	29721	Human	unknown	unknown	?	XBB.1.16.1	GRA	Capital Pathology	Schwessinger Lab	Austin Bird, Robyn Hall, Karina Kennedy, Jasper Lee, Rachel Leonard, Sandra Molloy, Lydia Murphy, Amanda Padovan, Rene Riedelbauch, Benjamin Schwessinger, Paul Whiting	https://www.gisaid.org/	?	?	2023-07-03	?
hCoV-19/Australia/ACT12145/2023	betacoronavirus	EPI_ISL_17954528	?	2023-06-20	Oceania	Australia	Australian Capital Territory		Oceania	Australia	Australian Capital Territory	genome	29759	Human	unknown	unknown	?	XBC.1.6	GRA	Capital Pathology	Schwessinger Lab	Austin Bird, Robyn Hall, Karina Kennedy, Jasper Lee, Rachel Leonard, Sandra Molloy, Lydia Murphy, Amanda Padovan, Rene Riedelbauch, Benjamin Schwessinger, Paul Whiting	https://www.gisaid.org/	?	?	2023-07-03	?
hCoV-19/Australia/QLD0x013460/2023	betacoronavirus	EPI_ISL_17957470	?	2023-06-08	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29726	Human	unknown	unknown	?	EG.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2023-07-04	?
hCoV-19/Australia/QLD0x01346B/2023	betacoronavirus	EPI_ISL_17957422	?	2023-06-08	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29717	Human	unknown	unknown	?	XBB.1.5.44	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2023-07-04	?
