strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/VIC66256/2022	betacoronavirus	EPI_ISL_13870907	?	2022-07-09	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29862	Human	50	Female	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC65637/2022	betacoronavirus	EPI_ISL_13870368	?	2022-07-02	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29840	Human	43	Male	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC66261/2022	betacoronavirus	EPI_ISL_13870912	?	2022-07-11	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29872	Human	78	Female	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC65611/2022	betacoronavirus	EPI_ISL_13870343	?	2022-07-02	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29819	Human	79	Male	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC65538/2022	betacoronavirus	EPI_ISL_13870276	?	2022-07-02	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29846	Human	46	Female	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC66361/2022	betacoronavirus	EPI_ISL_13871008	?	2022-07-10	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29872	Human	58	Female	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC65666/2022	betacoronavirus	EPI_ISL_13870396	?	2022-07-03	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29859	Human	48	Male	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC65764/2022	betacoronavirus	EPI_ISL_13870486	?	2022-07-04	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29844	Human	27	Female	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC66400/2022	betacoronavirus	EPI_ISL_13871044	?	2022-07-10	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29871	Human	63	Female	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
hCoV-19/Australia/VIC65839/2022	betacoronavirus	EPI_ISL_13870184	?	2022-06-28	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29848	Human	59	Female	?	BA.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-07-18	?
