strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/VIC19478/2020	betacoronavirus	EPI_ISL_5299473	?	2020-08-21	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	36	Female	?	D.2	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC14059/2020	betacoronavirus	EPI_ISL_5300581	?	2020-09-15	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29861	Human	24	Male	?	Unassigned	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC19461/2020	betacoronavirus	EPI_ISL_5299377	?	2020-08-19	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	39	Female	?	D.2	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC19499/2020	betacoronavirus	EPI_ISL_5299898	?	2020-08-04	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29849	Human	29	Female	?	D.2	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC13085/2020	betacoronavirus	EPI_ISL_5300682	?	2020-09-10	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29187	Human	20	Male	?	Unassigned	G	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC15877/2020	betacoronavirus	EPI_ISL_5300497	?	2020-10-10	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29789	Human	38	Female	?	Unassigned	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC16719/2020	betacoronavirus	EPI_ISL_5300741	?	2020-10-20	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29770	Human	unknown	Male	?	Unassigned	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC16583/2020	betacoronavirus	EPI_ISL_5300705	?	2020-10-20	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29776	Human	unknown	Male	?	Unassigned	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC10447/2020	betacoronavirus	EPI_ISL_5300600	?	2020-09-01	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29561	Human	81	Male	?	Unassigned	GR	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
hCoV-19/Australia/VIC15886/2020	betacoronavirus	EPI_ISL_5300737	?	2020-10-07	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29563	Human	34	Female	?	Unassigned	G	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2021-10-18	?
