strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/VIC72185/2022	betacoronavirus	EPI_ISL_15357364	?	2022-10-03	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29834	Human	54	Female	?	BA.5.1.25	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72479/2022	betacoronavirus	EPI_ISL_15357907	?	2022-10-06	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29836	Human	unknown	Male	?	BA.5.2.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72184/2022	betacoronavirus	EPI_ISL_15357363	?	2022-10-02	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29806	Human	53	Male	?	BA.5.2.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72183/2022	betacoronavirus	EPI_ISL_15357362	?	2022-10-03	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29826	Human	28	Female	?	BA.4.6.4	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72182/2022	betacoronavirus	EPI_ISL_15357361	?	2022-10-03	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29819	Human	62	Female	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72181/2022	betacoronavirus	EPI_ISL_15357360	?	2022-10-02	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29814	Human	61	Female	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72180/2022	betacoronavirus	EPI_ISL_15357359	?	2022-10-03	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29838	Human	unknown	Female	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72179/2022	betacoronavirus	EPI_ISL_15357358	?	2022-10-02	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29833	Human	56	Male	?	BA.4.6	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72481/2022	betacoronavirus	EPI_ISL_15357913	?	2022-10-06	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29848	Human	25	Female	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
hCoV-19/Australia/VIC72480/2022	betacoronavirus	EPI_ISL_15357911	?	2022-10-06	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29838	Human	59	Male	?	BA.5.3	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-10-13	?
