strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/VIC67747/2022	betacoronavirus	EPI_ISL_14547391	?	2022-06-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29805	Human	unknown	unknown	?	BA.2.3	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67746/2022	betacoronavirus	EPI_ISL_14547390	?	2022-07-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29842	Human	90	unknown	?	BE.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67745/2022	betacoronavirus	EPI_ISL_14547389	?	2022-07-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29834	Human	77	unknown	?	BA.5.2.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67744/2022	betacoronavirus	EPI_ISL_14547388	?	2022-06-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29842	Human	96	unknown	?	BA.5.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67743/2022	betacoronavirus	EPI_ISL_14547387	?	2022-07-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29841	Human	87	unknown	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67742/2022	betacoronavirus	EPI_ISL_14547386	?	2022-07-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29815	Human	39	unknown	?	BA.5.2.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67741/2022	betacoronavirus	EPI_ISL_14547385	?	2022-07-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29840	Human	37	Male	?	BA.5.2.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67740/2022	betacoronavirus	EPI_ISL_14547384	?	2022-07-31	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29533	Human	50	Male	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67739/2022	betacoronavirus	EPI_ISL_14547383	?	2022-07-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29817	Human	74	unknown	?	BA.5.2	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
hCoV-19/Australia/VIC67738/2022	betacoronavirus	EPI_ISL_14547382	?	2022-07-31	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29840	Human	94	Female	?	BA.5.1	GRA	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity	Seemann, T., Horan, K., Sherry, N.L.	https://www.gisaid.org/	?	?	2022-08-19	?
