strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/SA530136/2023	betacoronavirus	EPI_ISL_17463405	?	2023-03-28	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29177	Human	unknown	Male	?	XBB.1.16.2	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530785/2023	betacoronavirus	EPI_ISL_17463476	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29693	Human	unknown	Male	?	XBC.1.6	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530238/2023	betacoronavirus	EPI_ISL_17463419	?	2023-03-28	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29113	Human	unknown	Male	?	FL.4	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530214/2023	betacoronavirus	EPI_ISL_17463416	?	2023-03-28	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	28587	Human	unknown	Male	?	XBB.1.5.4	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530338/2023	betacoronavirus	EPI_ISL_17463427	?	2023-03-29	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29591	Human	unknown	Male	?	XBC.1.3	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530761/2023	betacoronavirus	EPI_ISL_17463472	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29519	Human	unknown	Female	?	XBB.1.16.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530467/2023	betacoronavirus	EPI_ISL_17463438	?	2023-03-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	28715	Human	unknown	Male	?	XBB.1.16.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530493/2023	betacoronavirus	EPI_ISL_17463439	?	2023-03-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29658	Human	unknown	Male	?	XBF	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530515/2023	betacoronavirus	EPI_ISL_17463442	?	2023-03-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29658	Human	unknown	Female	?	XBL.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530626/2023	betacoronavirus	EPI_ISL_17463450	?	2023-03-31	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	28833	Human	unknown	Female	?	CH.1.1.11	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530817/2023	betacoronavirus	EPI_ISL_17463480	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29048	Human	unknown	Female	?	XBB.1.22.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530795/2023	betacoronavirus	EPI_ISL_17463478	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29123	Human	unknown	Female	?	XBC.1.3	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530815/2023	betacoronavirus	EPI_ISL_17463479	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29343	Human	unknown	Male	?	XBB.1.16.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530751/2023	betacoronavirus	EPI_ISL_17463470	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29580	Human	unknown	Male	?	XBB.1.9.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530786/2023	betacoronavirus	EPI_ISL_17463477	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29102	Human	unknown	Female	?	XBB.1.5.13	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530778/2023	betacoronavirus	EPI_ISL_17463475	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29596	Human	unknown	Female	?	XBB.1.5.96	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530770/2023	betacoronavirus	EPI_ISL_17463473	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29535	Human	unknown	Male	?	XBC.1.6.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530752/2023	betacoronavirus	EPI_ISL_17463471	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29577	Human	unknown	Female	?	XBB.1.5	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530017/2023	betacoronavirus	EPI_ISL_17463483	?	2023-03-27	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29693	Human	unknown	Female	?	XBC.1.6.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530044/2023	betacoronavirus	EPI_ISL_17463484	?	2023-03-27	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	28682	Human	unknown	Female	?	XBF	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530820/2023	betacoronavirus	EPI_ISL_17463481	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29652	Human	unknown	Female	?	XBF	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA531056/2023	betacoronavirus	EPI_ISL_17463482	?	2023-04-04	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29658	Human	unknown	Female	?	XBB.1.5	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530750/2023	betacoronavirus	EPI_ISL_17463469	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29584	Human	unknown	Female	?	XBB.1.19	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530743/2023	betacoronavirus	EPI_ISL_17463467	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29644	Human	unknown	Female	?	XBB.2.3.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530716/2023	betacoronavirus	EPI_ISL_17463459	?	2023-04-01	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29658	Human	unknown	Female	?	XBB.1.5.16	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530729/2023	betacoronavirus	EPI_ISL_17463463	?	2023-04-01	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29167	Human	unknown	Male	?	XBC.1.6.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530726/2023	betacoronavirus	EPI_ISL_17463462	?	2023-04-01	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29221	Human	unknown	Male	?	XBC.1.6.2	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530738/2023	betacoronavirus	EPI_ISL_17463466	?	2023-04-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	28762	Human	unknown	Female	?	XBF	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530733/2023	betacoronavirus	EPI_ISL_17463464	?	2023-04-01	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29693	Human	unknown	Male	?	XBC.1.6	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
hCoV-19/Australia/SA530217/2023	betacoronavirus	EPI_ISL_17463417	?	2023-03-28	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29433	Human	unknown	Female	?	XBB.1.5.24	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-04-13	?
