strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/NSW-ICPMR-49152/2023	betacoronavirus	EPI_ISL_18324825	?	2023-09-19	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29360	Human	unknown	unknown	?	BA.2.86.3	GRA	Douglass Hanly Moir Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Draper J., Drew A., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-09-29	?
hCoV-19/Australia/SA605333/2023	betacoronavirus	EPI_ISL_18280005	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29669	Human	unknown	Female	?	XBC.1.6	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605341/2023	betacoronavirus	EPI_ISL_18280008	?	2023-09-12	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Female	?	EG.5.1.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605327/2023	betacoronavirus	EPI_ISL_18280002	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	XBC.1.6	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605326/2023	betacoronavirus	EPI_ISL_18280001	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	JF.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/NSW-ICPMR-49272/2023	betacoronavirus	EPI_ISL_18324945	?	2023-09-22	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	BA.2.86	GRA	Pathology North - Gosford Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Draper J., Drew A., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-09-29	?
hCoV-19/Australia/NSW-ICPMR-49190/2023	betacoronavirus	EPI_ISL_18324863	?	2023-09-18	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29360	Human	unknown	unknown	?	BA.2.86.3	GRA	Pathology North - Royal North Shore Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Draper J., Drew A., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-09-29	?
hCoV-19/Australia/SA605342/2023	betacoronavirus	EPI_ISL_18280009	?	2023-09-12	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Female	?	GJ.1.2	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605334/2023	betacoronavirus	EPI_ISL_18280006	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Female	?	JF.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605335/2023	betacoronavirus	EPI_ISL_18280007	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29646	Human	unknown	Female	?	GE.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605330/2023	betacoronavirus	EPI_ISL_18280004	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Female	?	XBB.1.16.9	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605329/2023	betacoronavirus	EPI_ISL_18280003	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29678	Human	unknown	Male	?	XBC.1.6	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA605321/2023	betacoronavirus	EPI_ISL_18280000	?	2023-09-11	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Male	?	JF.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA604406/2023	betacoronavirus	EPI_ISL_18279981	?	2023-09-08	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	28584	Human	unknown	Male	?	XBB.1.16.2	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA604404/2023	betacoronavirus	EPI_ISL_18279979	?	2023-09-08	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Female	?	FL.32.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA604719/2023	betacoronavirus	EPI_ISL_18279994	?	2023-09-10	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29690	Human	unknown	Female	?	FK.1.4	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA604410/2023	betacoronavirus	EPI_ISL_18279984	?	2023-09-08	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29678	Human	unknown	Male	?	XBC.1.6.2	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA604408/2023	betacoronavirus	EPI_ISL_18279983	?	2023-09-08	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	XBB.1.5.44	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA604411/2023	betacoronavirus	EPI_ISL_18279985	?	2023-09-08	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Male	?	JF.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
hCoV-19/Australia/SA604716/2023	betacoronavirus	EPI_ISL_18279993	?	2023-09-10	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	EG.5.1.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra, Arshdeep Kaur	https://www.gisaid.org/	?	?	2023-09-19	?
