strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/NSW-ICPMR-51824/2023	betacoronavirus	EPI_ISL_18633370	?	2023-11-25	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	JN.1	GRA	Pathology North - Hunter - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Watt A., Drew A., Sullivan G., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA926280/2023	betacoronavirus	EPI_ISL_18633231	?	2023-11-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	BA.2.86.3	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/NSW-ICPMR-51773/2023	betacoronavirus	EPI_ISL_18633319	?	2023-11-24	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	JN.18	GRA	Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Watt A., Drew A., Sullivan G., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA885640/2023	betacoronavirus	EPI_ISL_18584667	?	2023-11-24	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	28575	Human	unknown	Male	?	BA.2.86.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-05	?
hCoV-19/Australia/NSW-ICPMR-51632/2023	betacoronavirus	EPI_ISL_18566715	?	2023-11-13	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	JN.1.4.5	GRA	Douglass Hanly Moir Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Draper J., Drew A., Kok J., Martinez E., Rockett R., Sintchenko V., Sullivan G., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-01	?
hCoV-19/Australia/NSW-ICPMR-51657/2023	betacoronavirus	EPI_ISL_18566740	?	2023-11-14	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	JN.1.4.5	GRA	Douglass Hanly Moir Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Draper J., Drew A., Kok J., Martinez E., Rockett R., Sintchenko V., Sullivan G., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-01	?
hCoV-19/Australia/SA926209/2023	betacoronavirus	EPI_ISL_18633213	?	2023-12-01	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Male	?	JN.18	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA926214/2023	betacoronavirus	EPI_ISL_18633216	?	2023-12-01	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Female	?	JN.18	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/NSW-ICPMR-51907/2023	betacoronavirus	EPI_ISL_18633453	?	2023-11-29	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	JN.1.4	GRA	Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Watt A., Drew A., Sullivan G., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/NSW-ICPMR-51891/2023	betacoronavirus	EPI_ISL_18633437	?	2023-11-21	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29371	Human	unknown	unknown	?	JN.1.1	GRA	Douglass Hanly Moir Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Watt A., Drew A., Sullivan G., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA926122/2023	betacoronavirus	EPI_ISL_18633185	?	2023-12-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	JN.18	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA926291/2023	betacoronavirus	EPI_ISL_18633233	?	2023-11-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	JN.1.28	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA919622/2023	betacoronavirus	EPI_ISL_18633177	?	2023-11-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Male	?	JN.1.28	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA926175/2023	betacoronavirus	EPI_ISL_18633197	?	2023-12-02	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29635	Human	unknown	Female	?	JN.18	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA919587/2023	betacoronavirus	EPI_ISL_18633167	?	2023-11-29	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29649	Human	unknown	Female	?	JN.1.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/NSW-ICPMR-51750/2023	betacoronavirus	EPI_ISL_18633296	?	2023-11-26	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	JN.1.4	GRA	Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Watt A., Drew A., Sullivan G., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA919617/2023	betacoronavirus	EPI_ISL_18633176	?	2023-11-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29681	Human	unknown	Female	?	JN.1.29	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/SA919616/2023	betacoronavirus	EPI_ISL_18633175	?	2023-11-30	Oceania	Australia	South Australia		Oceania	Australia	South Australia	genome	29684	Human	unknown	Female	?	JN.1	GRA	SA Pathology	SA Pathology	Caitlin Selway, Lex Leong, Lito Papanicolas, Mark Turra	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/NSW-ICPMR-51749/2023	betacoronavirus	EPI_ISL_18633295	?	2023-11-26	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29375	Human	unknown	unknown	?	BA.2.86	GRA	Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Basile K., Blackwell G., Watt A., Drew A., Sullivan G., Kok J., Martinez E., Rockett R., Sintchenko V., Wang Q., on behalf of ICPMR	https://www.gisaid.org/	?	?	2023-12-14	?
hCoV-19/Australia/QLD0x013CB0/2023	betacoronavirus	EPI_ISL_18615546	?	2023-11-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29691	Human	unknown	unknown	?	JN.1	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2023-12-12	?
hCoV-19/Australia/QLD0x013CBA/2023	betacoronavirus	EPI_ISL_18615578	?	2023-11-17	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29717	Human	unknown	unknown	?	JN.1.29	GRA	Pathology Queensland and Forensic Scientific Services	PHV-FSS	Chenwei Wang on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2023-12-12	?
hCoV-19/Australia/QLD0x013C4D/2023	betacoronavirus	EPI_ISL_18567928	?	2023-11-12	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	JN.1.4.5	GRA	Pathology Queensland and Forensic Scientific Services	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2023-12-01	?
