strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/NSW-RPAH-3548/2022	betacoronavirus	EPI_ISL_15608971	?	2022-10-25	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	28578	Human	unknown	unknown	?	BR.2.1	GRA	New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-11-02	?
hCoV-19/Australia/NSW-RPAH-3547/2022	betacoronavirus	EPI_ISL_15608970	?	2022-10-27	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29661	Human	unknown	unknown	?	BR.2.1	GRA	New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster, C.; Au, J.; Ruiz Silva, M.; Deveson, I.; Bull, R.; Van Hal, S.; Rawlinson, W.	https://www.gisaid.org/	?	?	2022-11-02	?
hCoV-19/Australia/QLD0x011D6A/2022	betacoronavirus	EPI_ISL_15594696	?	2022-10-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29708	Human	unknown	unknown	?	BA.5.2.1	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D85/2022	betacoronavirus	EPI_ISL_15594695	?	2022-10-18	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29708	Human	unknown	unknown	?	BA.5.2.1	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D84/2022	betacoronavirus	EPI_ISL_15594694	?	2022-10-18	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	BA.2.75.2	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D9F/2022	betacoronavirus	EPI_ISL_15594693	?	2022-10-22	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29659	Human	unknown	unknown	?	BA.5.2.26	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D83/2022	betacoronavirus	EPI_ISL_15594692	?	2022-10-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29714	Human	unknown	unknown	?	BA.5.10.1	GRA	Pathology Queensland and Forensic Scientific Services	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D82/2022	betacoronavirus	EPI_ISL_15594691	?	2022-10-18	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	BN.1.4	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D9E/2022	betacoronavirus	EPI_ISL_15594690	?	2022-10-22	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29714	Human	unknown	unknown	?	BQ.1	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D81/2022	betacoronavirus	EPI_ISL_15594689	?	2022-10-18	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29720	Human	unknown	unknown	?	BN.1.4	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011DAF/2022	betacoronavirus	EPI_ISL_15594688	?	2022-10-19	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29714	Human	unknown	unknown	?	BA.5.2	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D9D/2022	betacoronavirus	EPI_ISL_15594687	?	2022-10-22	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29714	Human	unknown	unknown	?	BA.5.2	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D80/2022	betacoronavirus	EPI_ISL_15594686	?	2022-10-18	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29714	Human	unknown	unknown	?	BQ.1.1	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011DAE/2022	betacoronavirus	EPI_ISL_15594685	?	2022-10-21	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29714	Human	unknown	unknown	?	BE.1	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011D9C/2022	betacoronavirus	EPI_ISL_15594684	?	2022-10-24	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29711	Human	unknown	unknown	?	BA.5.1	GRA	Pathology Queensland and Forensic Scientific Services	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
hCoV-19/Australia/QLD0x011DAD/2022	betacoronavirus	EPI_ISL_15594683	?	2022-10-21	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29711	Human	unknown	unknown	?	BA.5.2.6	GRA	Sullivan Nicolaides Pathology	Public Health Virology - Forensic and Scientific Services (PHV-FSS)	Mitchell Sullivan on behalf of Q-PHIRE Genomics	https://www.gisaid.org/	?	?	2022-10-31	?
