strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/WA9290/2022	betacoronavirus	EPI_ISL_15938522	?	2022-11-14	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29306	Human	unknown	unknown	?	Unassigned	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9114/2022	betacoronavirus	EPI_ISL_15938346	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29373	Human	unknown	unknown	?	BA.5.1	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9145/2022	betacoronavirus	EPI_ISL_15938377	?	2022-11-03	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29376	Human	unknown	unknown	?	BA.5.1.22	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9113/2022	betacoronavirus	EPI_ISL_15938345	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29311	Human	unknown	unknown	?	BA.5.1	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9115/2022	betacoronavirus	EPI_ISL_15938347	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29373	Human	unknown	unknown	?	BA.5.1	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9116/2022	betacoronavirus	EPI_ISL_15938348	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29376	Human	unknown	unknown	?	BA.5.2.1	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9117/2022	betacoronavirus	EPI_ISL_15938349	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29382	Human	unknown	unknown	?	BN.1.2.3	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9118/2022	betacoronavirus	EPI_ISL_15938350	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29379	Human	unknown	unknown	?	XBB.1	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9119/2022	betacoronavirus	EPI_ISL_15938351	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29376	Human	unknown	unknown	?	BA.5.2.1	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
hCoV-19/Australia/WA9126/2022	betacoronavirus	EPI_ISL_15938358	?	2022-10-27	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29376	Human	unknown	unknown	?	BA.5.2	GRA	PathWest Laboratory Medicine WA, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit, Queen Elizabeth II Medical Centre	PathWest Laboratory Medicine WA Microbial Surveillance Unit	https://www.gisaid.org/	?	?	2022-11-29	?
