strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/VIC-VIDRL-00004175/2022	betacoronavirus	EPI_ISL_17827278	?	2022-11-18	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29535	Human	1	Male	?	XBF	GRA	Australian Clincal Labs	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004430/2022	betacoronavirus	EPI_ISL_17827050	?	2022-11-25	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29572	Human	58	unknown	?	BA.5.2.21	GRA	Australian Clincal Labs	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004240/2022	betacoronavirus	EPI_ISL_17827237	?	2022-11-24	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29652	Human	36	Female	?	XBF	GRA	Royal Melbourne Hospital - Microbiology Department	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004272/2022	betacoronavirus	EPI_ISL_17827206	?	2022-11-27	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29652	Human	31	unknown	?	XBF	GRA	Melbourne Pathology	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004307/2022	betacoronavirus	EPI_ISL_17827183	?	2022-11-26	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29642	Human	93	unknown	?	BN.1.4	GRA	Melbourne Pathology	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004313/2022	betacoronavirus	EPI_ISL_17827177	?	2022-11-27	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29616	Human	42	unknown	?	BR.2.1	GRA	Melbourne Pathology	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004361/2022	betacoronavirus	EPI_ISL_17827136	?	2022-11-25	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29597	Human	35	unknown	?	CH.1.1.7	GRA	Australian Clincal Labs	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004415/2022	betacoronavirus	EPI_ISL_17827069	?	2022-11-28	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29646	Human	38	Male	?	BQ.1.1	GRA	Dorevitch Pathology	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004549/2022	betacoronavirus	EPI_ISL_17826803	?	2022-11-30	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29631	Human	79	unknown	?	GP.1	GRA	Royal Melbourne Hospital - Microbiology Department	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
hCoV-19/Australia/VIC-VIDRL-00004563/2022	betacoronavirus	EPI_ISL_17826773	?	2022-12-01	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29652	Human	44	Female	?	XBF.8	GRA	Royal Melbourne Hospital - Microbiology Department	Victorian Infectious Disease Reference Laboratory	Aziz, A., David, B., Caly, L., Lim, C.K., Moselen, J., O'Keefe, J., Orlando, N., Savic, I., Steinig, E., Williamson, D.	https://www.gisaid.org/	?	?	2023-06-22	?
